Required: power of kgb > 50 and loyal of kgb > 70 and loyal of army > 70,Required: power of kgb > 50 and loyal of kgb > 70 and loyal of army > 70,要求：克格勃力量>50，克格勃忠诚度>70，军队忠诚度>70
"Required: subsidies, power of KGB > 80 and loyalty of KGB > 80","Required: subsidies, power of KGB > 80 and loyalty of KGB > 80",要求：补贴，克格勃力量>80，克格勃忠诚度>80
"Required: Parochial ruler, quantity > 50, combatant > 70, soldiers' and generals' loyalty > 70","Required: Parochial ruler, quantity > 50, combatant > 70, soldiers' and generals' loyalty > 70",要求：是狭隘（地方）主义，军队数量>50，军队力量>70，军队和将军忠诚度>70
"Required: subsidies, has military base, point > 70","Required: subsidies, has military base, point > 70",要求：补贴，有苏军基地，点数>70
"Required: liberals are the majority in the SC, no democracy, liberalism > 30","Required: liberals are the majority in the SC, no democracy, liberalism > 30",要求：自由派在最高苏维埃中为多数，不是民主制，自由化>30
"Required: conservatives/liberals are the majority, liberalism < 30 and has USSR base","Required: conservatives/liberals are the majority, liberalism < 30 and has USSR base",要求：保守派/自由派为多数，自由化<30，有苏联基地
"Required: ultra-lefts are the majority, liberalism < 30 and has USSR base","Required: ultra-lefts are the majority, liberalism < 30 and has USSR base",要求：极左派为多数，自由化<30，有苏联基地
"Required: moderates are the majority, liberalism < 50 and or has USSR base or is in Warsaw Pact","Required: moderates are the majority, liberalism < 50 and or has USSR base or is in Warsaw Pact",要求：温和派为多数，自由化<50，或有苏联基地或在华约
"Required: USSR base, army combatant > 40, quantity > 40","Required: USSR base, army combatant > 40, quantity > 40",要求：有苏联基地，军队力量>40，军队数量>40
"Required In the Comecon, liberalism < 50, loyalty > 70 or USSR base, not radicals","Required In the Comecon, liberalism < 50, loyalty > 70 or USSR base, not radicals",要求：在经互会，自由化<50，忠诚度>70或者有苏联基地，不是激进
"Required: USA is out of NATO, communism power > 50","Required: USA is out of NATO, communism power > 50",要求：美国不在北约，共产主义者力量>50
"Required: country is not in NATO, communist regime, communism power > 70","Required: country is not in NATO, communist regime, communism power > 70",要求：该国不在北约，共产党政府，共产主义者力量>70
"Required: USA is out of NATO, communism power > 40, ultra-lefts are the majority in the SC","Required: USA is out of NATO, communism power > 40, ultra-lefts are the majority in the SC",要求：美国不在北约，共产主义者力量>40，极左派在最高苏维埃中为多数
"Required: ultra-lefts are not the majority in the SC, Defcon <5","Required: ultra-lefts are not the majority in the SC, Defcon <5",要求：极左派不在最高苏维埃中为多数，战备等级<5
"Required: not economy militarization, relations > 80, socialists, reserv - 400 and more","Required: not economy militarization, relations > 80, socialists, reserv - 400 and more",要求：不是经济军事化，关系>80，是社会主义政府，准备金至少400
"Required: Gaulists, Defcon < 3, relations with France > 80, has cooperation with France, no close relations with USA, WPO exists","Required: Gaulists, Defcon < 3, relations with France > 80, has cooperation with France, no close relations with USA, WPO exists",要求：是戴高乐主义者，战备等级<3，同法国关系>80，同法国合作，和美国没有亲密关系，华约存在
"Required: not Trotsky's diplomacy, WPO exists, no friendship with the West, no pact with the USA, relations with France > 80, Gaulists","Required: not Trotsky's diplomacy, WPO exists, no friendship with the West, no pact with the USA, relations with France > 80, Gaulists",要求：不是托洛茨基的外交，华约存在，和西方没有友谊，和美国没有条约，同法国关系>80，是戴高乐主义者
"Required: possibility of interference, country is pro-soviet, reserv - 400 and more, dissatisfaction < 50, reserve > 400","Required: possibility of interference, country is pro-soviet, reserv - 400 and more, dissatisfaction < 50, reserve > 400",要求：政策可以干涉，是亲苏国家，准备金至少400，不满小于50，准备金大于400
"Required: colonialism and development < 70 or mutual aiding and dissatisfaction < 70, development > 70","Required: colonialism and development < 70 or mutual aiding and dissatisfaction < 70, development > 70",要求：殖民主义，发展度<70或军事援助，不满<70，发展度>70
"Required: Finland is in the soc. camp and not in the Comecon, Army quantity and combatant > 40","Required: Finland is in the soc. camp and not in the Comecon, Army quantity and combatant > 40",要求：芬兰在社会主义阵营且不在经互会中，军队数量和力量>40
"Required: Aid provided, industry power>8 (or USA have fallen), equal status/military organizations dissolution/European system","Required: Aid provided, industry power>8 (or USA have fallen), equal status/military organizations dissolution/European system",要求：已援助，工业力量>8（或美国衰落），华约各国地位平等/解散军事组织/欧洲模式
"Required: Country is in the soc. camp and not in the Comecon, army quantity and combatant > 40","Required: Country is in the soc. camp and not in the Comecon, army quantity and combatant > 40",要求：该国在社会主义阵营且不在经互会中，军队数量和力量>40
"Required: united Korea, USA military power < 4","Required: united Korea, USA military power < 4",要求：朝鲜半岛统一，美国军事力量<4
"Required: Relations with China < 30, not ally with China, reformers aren't the majority in the SC","Required: Relations with China < 30, not ally with China, reformers aren't the majority in the SC",要求：与中国关系<30，与中国不是盟友，改革派在最高苏维埃中不为多数
"Required: country is pro-soviet and not in the Comecon, army quantity and combatant > 40","Required: country is pro-soviet and not in the Comecon, army quantity and combatant > 40",要求：该国亲苏且不在经互会中，军队数量和力量>40
"Required: arms were sold, army combatant and quantity > 70, India is pro-soviet","Required: arms were sold, army combatant and quantity > 70, India is pro-soviet",要求：已出售武器，军队力量>70，军队数量>70，印度亲苏
"Required: combatant and quantity of army > 40, India is pro-soviet","Required: combatant and quantity of army > 40, India is pro-soviet",要求：军队力量>40，军队数量>40，印度亲苏
"Required: USA have fallen, or Detente pact and relations > 30 and Defcon 5","Required: USA have fallen, or Detente pact and relations > 30 and Defcon 5",要求：美国衰落；或缓和协议，关系>30，战备等级为5
"Required: quantity and combatant value of USSR army > 40, can be send once per a year","Required: quantity and combatant value of USSR army > 40, can be send once per a year",要求：苏联军队力量和数量>40，可以每年派一次
"Required: Middle Asia in the USSR, army > 70 and reformers are not the majority in the SC","Required: Middle Asia in the USSR, army > 70 and reformers are not the majority in the SC",要求：中亚在苏联中，军队>70，改革派在最高苏维埃中不为多数
"Required: PRC dissolved or USA have fallen, friendship pact, relations > 70, kgb power > 70 and reserv > 400","Required: PRC dissolved or USA have fallen, friendship pact, relations > 70, kgb power > 70 and reserv > 400",要求：中国解体或美国衰落，友好条约，关系>70，克格勃力量>70，准备金至少400
"Required: relations > 70, reserv - 400 and more, not Trotsky's foreign policy","Required: relations > 70, reserv - 400 and more, not Trotsky's foreign policy",要求：关系>70，准备金至少400，不是托洛茨基的外交
"Required: relations > 70, no friendship pact, reserv - 400 and more, not Trotsky's foreign policy","Required: relations > 70, no friendship pact, reserv - 400 and more, not Trotsky's foreign policy",要求：关系>70，没有友好条约，准备金至少400，不是托洛茨基的外交
"Required: year > 1986, relations > 80 (if USA have fallen then > 70), friendship pact, not trotskiysm and not unification in Comecon, not democracy here","Required: year > 1986, relations > 80 (if USA have fallen then > 70), friendship pact, not trotskiysm and not unification in Comecon, not democracy here",要求：年份>1986，关系>80（若美国衰落则>70），友好条约，不是托洛茨基主义，华约政策不是一体化，中国不是民主制
"Required: year > 1987, relations > 90 (if USA have fallen then > 70), is in the Comecon, not trotskiysm and not unification in Comecon","Required: year > 1987, relations > 90 (if USA have fallen then > 70), is in the Comecon, not trotskiysm and not unification in Comecon",要求：年份>1987，关系>90（若美国衰落则>70），在经互会，不是托洛茨基主义，华约政策不是一体化
"Required: not state-planned economy, relations > 40, reformers are the majority","Required: not state-planned economy, relations > 40, reformers are the majority",要求：不是国家计划经济，关系>40，改革派为多数
"Required: year > 1988, China is pro-soviet or it is in the Comecon and WPO, relations > 95","Required: year > 1988, China is pro-soviet or it is in the Comecon and WPO, relations > 95",要求：年份>1988，中国亲苏或在经互会和华约，关系>95
Required: USSR army strength > country's army strength and USA have fallen,Required: USSR army strength > country's army strength and USA have fallen,要求：苏联军队力量>该国军事力量，美国衰落
Required: USSR army strength > Iraq's army strength and USA have fallen,Required: USSR army strength > Iraq's army strength and USA have fallen,要求：苏联军队力量>伊拉克军事力量，美国衰落
Required: not in the Comecon and army's quantity and combatant > 40,Required: not in the Comecon and army's quantity and combatant > 40,要求：不在经互会中，军队数量和力量>40
Required: USA have fallen or their army and economy < 40 when Syria and Iraq in SEV and foreign policy harsher than Coexistence.,Required: USA have fallen or their army and economy < 40 when Syria and Iraq in SEV and foreign policy harsher than Coexistence.,要求：美国衰落，或美国军队和经济<40，叙利亚和伊拉克在经互会中，外交政策为共存或更严厉
"Required: money<4000, science points>99, reserve<450(liberals), 400(reformists), 350(moderates), 300(not stalinists/trotskyists).","Required: money<4000, science points>99, reserve<450(liberals), 400(reformists), 350(moderates), 300(not stalinists/trotskyists).",要求:钱<4000，科技点>99，准备金<450（自由派）400（改革派）350（温和派） 300（非斯大林派/托派）
"Required: army power of USA > 50 and moderate, reformists or liberals are the majority, Defcon 5","Required: army power of USA > 50 and moderate, reformists or liberals are the majority, Defcon 5",要求：美国军事力量>50，温和派、改革派或自由派为多数，战备等级为5
"Requires: Head of state writes laws or Trotskists are the majority in the SC, Party writes laws and Conservatives loyalty is >70 or the SC writes laws and DEFCON<3 or referendums are determining the laws, republics loyalty is >70 and DEFCON<4  ","Requires: Head of state writes laws or Trotskists are the majority in the SC, Party writes laws and Conservatives loyalty is >70 or the SC writes laws and DEFCON<3 or referendums are determining the laws, republics loyalty is >70 and DEFCON<4  ",要求:国家元首制定法律 或 托派是最高苏维埃的大多数、党制定法律且保守派忠诚度＞70 或 最高苏维埃制定法律且战备等级＜3 或 公投决定法律、共和国忠诚度过70且战备等级＜4
"Requires: Head of state writes laws or Party writes laws, Trotskists and Stalinists are the majority in the SC and DEFCON<5 or the SC writes laws, Trotskisits, Stalinists and Conservatives are the majority in the SC and DEFCON<4 or republics loyalty is >7","Requires: Head of state writes laws or Party writes laws, Trotskists and Stalinists are the majority in the SC and DEFCON<5 or the SC writes laws, Trotskisits, Stalinists and Conservatives are the majority in the SC and DEFCON<4 or republics loyalty is >70 and DEFCON<4  ","要求:国家元首制定法律 或 党制定法律,托洛茨基主义者 和 斯大林主义者 是最高苏维埃的大多数和战备等级＜5 或 最高苏维埃制定法律,托洛茨基主义者,斯大林主义者和保守派是最高苏维埃的大多数和共和国忠诚度>70且战备等级＜4"
"Requires: Head of state writes laws or Party writes laws or the SC writes laws, Trotskists, Stalinists, Conservatives are the majority in the SC or referendums are determining the laws, republics loyalty is >70 and Opposition power is<50  ","Requires: Head of state writes laws or Party writes laws or the SC writes laws, Trotskists, Stalinists, Conservatives are the majority in the SC or referendums are determining the laws, republics loyalty is >70 and Opposition power is<50  ","要求:国家元首制定法律 或 党制定法律, 托洛茨基主义者, 斯大林主义者, 保守派在最高苏维埃占大多数 或 公投决定法律, 共和国忠诚度过70且反对力量＜50"
"Requires: Head of state writes laws or Party writes laws, Moderate or Stalinists are the majority in the SC and Conservatives loyalty is >70 or the SC writes laws,  Moderate are the majority in the SC or referendums are determining the laws, republics loy","Requires: Head of state writes laws or Party writes laws, Moderate or Stalinists are the majority in the SC and Conservatives loyalty is >70 or the SC writes laws,  Moderate are the majority in the SC or referendums are determining the laws, republics loyalty is >70 and opposition force is <50  ","要求:国家元首制定法律 或 党制定法律, 温和派 或 斯大林主义者在最高苏维埃占大多数 和保守派忠诚度>70 或 最高苏维埃制定法律，温和派在最高苏维埃占大多数 或 公投决定法律, 共和国忠诚度>70且反对力量＜50"
"Requires: Head of state writes laws or Party writes laws, Trotskists and Reformers are the majority in the SC, Conservatives and Reformers loyalty is >40 or referendums are determining the laws, republics loyalty is >70 and opposition force is <50  ","Requires: Head of state writes laws or Party writes laws, Trotskists and Reformers are the majority in the SC, Conservatives and Reformers loyalty is >40 or referendums are determining the laws, republics loyalty is >70 and opposition force is <50  ","要求:国家元首制定法律 或 党制定法律, 托洛茨基主义者, 改革派在最高苏维埃占大多数, 保守派和改革派忠诚度＞40 或 公投决定法律, 共和国忠诚度过70且反对力量＜50"
"Requires: Head of state writes laws or Party writes laws or the SC writes laws and Reformers and Moderate are the majority in it or referendums are determining laws, republics loyalty is >70 and opposition force is <50  ","Requires: Head of state writes laws or Party writes laws or the SC writes laws and Reformers and Moderate are the majority in it or referendums are determining laws, republics loyalty is >70 and opposition force is <50  ","要求：国家元首制定法律 或 党制定法律 和 改革派和温和派在最高苏维埃占大多数 或 公投决定法律, 共和国忠诚度过70且反对力量＜50"
"Requires:  Head of state writes laws or Party writes laws or the SC writes laws and Reformers and Liberals are the majority in it or referendums are determining laws, republics loyalty is >70 and opposition force is <50  ","Requires:  Head of state writes laws or Party writes laws or the SC writes laws and Reformers and Liberals are the majority in it or referendums are determining laws, republics loyalty is >70 and opposition force is <50  ",要求:国家元首制定法律 或 党制定法律 或 最高苏维埃制定法律并由自由派控制 或 公投制定法律、共和国忠诚度＞70与反对者＜50
"Requires: Head of state writes laws or Party writes laws or the SC writes laws and Reformers and Liberals are the majority in it or referendums are determining laws, republics loyalty is >70 and opposition force is <50  ","Requires: Head of state writes laws or Party writes laws or the SC writes laws and Reformers and Liberals are the majority in it or referendums are determining laws, republics loyalty is >70 and opposition force is <50  ",要求:国家元首制定法律 或 党制定法律 或 最高苏维埃制定法律并被改革派或者自由派控制 或 公投制定法律、共和国忠诚度＞70与反对派＜50
"Requires: Militarized or absolutised economy and head of state writes laws and DEFCON<5 or Party/the SC writes laws and Trotskists and Conservatives are the majority and DEFCON<4 or referendums are determining laws, republics loyalty is >70, opposition fo","Requires: Militarized or absolutised economy and head of state writes laws and DEFCON<5 or Party/the SC writes laws and Trotskists and Conservatives are the majority and DEFCON<4 or referendums are determining laws, republics loyalty is >70, opposition force is <50 and DEFCON<3  ",要求: 军事经济机器 或 经济军事化 且 国家元首制定法律与戒备状态＜5 或 党或最高苏维埃制定法律并由托派和保守派控制最高苏维埃且戒备状态＜4 或 公投决定法律、共和国忠诚度＞70、反对派＜50且戒备状态＜3
"Requires: Militarized, absolutised or state-planned economy and head of state writes laws and DEFCON<5 or Party/the SC writes laws and Stalinists and Conservatives are the majority and DEFCON<4 or referendums are determining laws, republics loyalty is >70","Requires: Militarized, absolutised or state-planned economy and head of state writes laws and DEFCON<5 or Party/the SC writes laws and Stalinists and Conservatives are the majority and DEFCON<4 or referendums are determining laws, republics loyalty is >70, opposition force is <50 and DEFCON<4  ",要求: 军事经济机器 或 经济军事化 或 国家计划经济 且 国家元首制定法律 戒备状态＜5 或 党或最高苏维埃制定法律 斯大林派和保守派控制最高苏维埃 且 戒备状态＜4 或 公投决定法律 共和国忠诚度＞70 反对派＜50 且 戒备状态＜4
"Requires: Not state-planned economy and head of state writes laws or Party writes laws or the SC writes laws and Reformers and Moderate are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ","Requires: Not state-planned economy and head of state writes laws or Party writes laws or the SC writes laws and Reformers and Moderate are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要求: 不是国家计划经济 且 国家元首制定法律 或 党制定法律 或 最高苏维埃制定法律 改革派和中间派控制最高苏维埃 或 公投制定法律 共和国忠诚度＞70 反对派＜50
"Economy is controlled higher than State-planned type and head of state writes laws or Party or the SC writes laws and Trotskists, Stalinists, Conservatives and Moderate are the majority and DEFCON<5 or referendums are determining laws, republics loyalty i","Economy is controlled higher than State-planned type and head of state writes laws or Party or the SC writes laws and Trotskists, Stalinists, Conservatives and Moderate are the majority and DEFCON<5 or referendums are determining laws, republics loyalty is >70, opposition force is <50, DEFCON<4  ",要求: 经济在上三级 和国家元首制定法律 或 党或最高苏维埃制定法律且托派、斯派、保守派和温和派占多数，戒备状态 <5或 公投制定法律，共和国忠诚度> 70，反对派<50，戒备状态 <4
"Economy is controlled higher than State-planned/State-planned with the self-management elements type and head of state writes laws or Party or the SC writes laws and Stalinists and Conservatives are the majority or referendums are determining laws, republ","Economy is controlled higher than State-planned/State-planned with the self-management elements type and head of state writes laws or Party or the SC writes laws and Stalinists and Conservatives are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要求: 经济高于国家计划经济或带自治成分的计划经济 且 国家元首制定法律 或 党或最高苏维埃制定法律 且 斯大林派与保守派控制最高苏维埃 或 公投制定法律 且 共和国忠诚度＞70 反对派＜50
"Economy is State-planned with market elements economy and head of state writes laws or Party or the SC writes laws and Moderate and Conservatives are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ","Economy is State-planned with market elements economy and head of state writes laws or Party or the SC writes laws and Moderate and Conservatives are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",有计划的市场经济，国家元首制定法律或党制定法律或最高苏维埃制定法律，改革派和温和派在最高苏维埃占多数或全民公投决定法律，共和国忠诚度>70，反对派力量<50
"Economy with market elements and head of state writes laws or Party or the SC writes laws and Moderate and Reformers are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ","Economy with market elements and head of state writes laws or Party or the SC writes laws and Moderate and Reformers are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",要求：市场化经济，国家元首制定法律或党制定法律或最高苏维埃制定法律，改革派和温和派在最高苏维埃占多数或全民公投决定法律，共和国忠诚度>70，反对派力量<50
"Uncontrolled or Controlled free market economy and head of state writes laws or Party or the SC writes laws and Liberals are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ","Uncontrolled or Controlled free market economy and head of state writes laws or Party or the SC writes laws and Liberals are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",无控制或者受控制的自由市场经济且国家元首制定法律，或党或最高苏维埃制定法律，自由派控制最高苏维埃，或，公投制定法律 共和国忠诚度＞70 反对派力量＜50
"Economy is controlled higher than State-planned/State-planned with the self-management elements type and head of state writes laws or Party or the SC writes laws and Trotskists and Conservatives are the majority or referendums are determining laws, republ","Economy is controlled higher than State-planned/State-planned with the self-management elements type and head of state writes laws or Party or the SC writes laws and Trotskists and Conservatives are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",经济高于国家计划经济或带自治成分的计划经济 且 国家元首制定法律 或 党或最高苏维埃制定法律 且 托派与保守派控制最高苏维埃 或 公投制定法律 且 共和国忠诚度＞70 反对派＜50
"Economy is State-planned and head of state writes laws or Party or the SC writes laws and Stalinists and Conservatives are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ","Economy is State-planned and head of state writes laws or Party or the SC writes laws and Stalinists and Conservatives are the majority or referendums are determining laws, republics loyalty is >70, opposition force is <50  ",是国家计划经济，国家元首制定法律或党制定法律或最高苏维埃制定法律，且保守派和斯大林主义者占多数，或全民公投决定法律，共和国忠诚度>70，反对派力量<50
